title,authors,keywords,abstract,date,cite_num,doi
Efficient Shapley Explanation for Features Importance Estimation Under Uncertainty.,"[{'@pid': '71/8042', 'text': 'Xiaoxiao Li'}, {'@pid': '40/7018', 'text': 'Yuan Zhou'}, {'@pid': '00/8526', 'text': 'Nicha C. Dvornek'}, {'@pid': '253/2398', 'text': 'Yufeng Gu'}, {'@pid': '172/7890', 'text': 'Pamela Ventola'}, {'@pid': '96/4489', 'text': 'James S. Duncan'}]",[],"Complex deep learning models have shown their impressive power in analyzing high-dimensional medical image data. To increase the trust of applying deep learning models in medical field, it is essential to understand why a particular prediction was reached. Data feature importance estimation is an important approach to understand both the model and the underlying properties of data. Shapley value explanation (SHAP) is a technique to fairly evaluate input feature importance of a given model. However, the existing SHAP-based explanation works have limitations such as 1) computational complexity, which hinders their applications on high-dimensional medical image data; 2) being sensitive to noise, which can lead to serious errors. Therefore, we propose an uncertainty estimation method for the feature importance results calculated by SHAP. Then we theoretically justify the methods under a Shapley value framework. Finally we evaluate our methods on MNIST and a public neuroimaging dataset. We show the potential of our method to discover disease related biomarkers from neuroimaging data.",2020/9/29,1,10.1007/978-3-030-59710-8_77
Pooling Regularized Graph Neural Network for fMRI Biomarker Analysis.,"[{'@pid': '71/8042', 'text': 'Xiaoxiao Li'}, {'@pid': '40/7018', 'text': 'Yuan Zhou'}, {'@pid': '00/8526', 'text': 'Nicha C. Dvornek'}, {'@pid': '157/5518', 'text': 'Muhan Zhang'}, {'@pid': '220/1417', 'text': 'Juntang Zhuang'}, {'@pid': '172/7890', 'text': 'Pamela Ventola'}, {'@pid': '96/4489', 'text': 'James S. Duncan'}]","['fMRIBiomarker', 'Graphneuralnetwork', 'Autism']","Understanding how certain brain regions relate to a specific neurological disorder has been an important area of neuroimaging research. A promising approach to identify the salient regions is using Graph Neural Networks (GNNs), which can be used to analyze graph structured data, e.g. brain networks constructed by functional magnetic resonance imaging (fMRI). We propose an interpretable GNN framework with a novel salient region selection mechanism to determine neurological brain biomarkers associated with disorders. Specifically, we design novel regularized pooling layers that highlight salient regions of interests (ROIs) so that we can infer which ROIs are important to identify a certain disease based on the node pooling scores calculated by the pooling layers. Our proposed framework, Pooling Regularized-GNN (PR-GNN), encourages reasonable ROI-selection and provides flexibility to preserve either individual- or group-level patterns. We apply the PR-GNN framework on a Biopoint Autism Spectral Disorder (ASD) fMRI dataset. We investigate different choices of the hyperparameters and show that PR-GNN outperforms baseline methods in terms of classification accuracy. The salient ROI detection results show high correspondence with the previous neuroimaging-derived biomarkers for ASD.",2020/9/29,1,10.1007/978-3-030-59728-3_61
Shape-Aware Semi-supervised 3D Semantic Segmentation for Medical Images.,"[{'@pid': '270/8082', 'text': 'Shuailin Li'}, {'@pid': '270/8658', 'text': 'Chuyu Zhang'}, {'@pid': '03/4230', 'text': 'Xuming He 0001'}]","['Geometricconstraints', 'Semanticsegmentation', 'Semi-supevisedlearning']","Semi-supervised learning has attracted much attention in medical image segmentation due to challenges in acquiring pixel-wise image annotations, which is a crucial step for building high-performance deep learning methods. Most existing semi-supervised segmentation approaches either tend to neglect geometric constraint in object segments, leading to incomplete object coverage, or impose strong shape prior that requires extra alignment. In this work, we propose a novel shape-aware semi-supervised segmentation strategy to leverage abundant unlabeled data and to enforce a geometric shape constraint on the segmentation output. To achieve this, we develop a multi-task deep network that jointly predicts semantic segmentation and signed distance map (SDM) of object surfaces. During training, we introduce an adversarial loss between the predicted SDMs of labeled and unlabeled data so that our network is able to capture shape-aware features more effectively. Experiments on the Atrial Segmentation Challenge dataset show that our method outperforms current state-of-the-art approaches with improved shape estimation, which validates its efficacy. Code is available at https://github.com/kleinzcy/SASSnet.",2020/9/29,1,10.1007/978-3-030-59710-8_54
Continual Learning of New Diseases with Dual Distillation and Ensemble Strategy.,"[{'@pid': '222/6955', 'text': 'Zhuoyun Li'}, {'@pid': '273/0850-1', 'text': 'Changhong Zhong 0001'}, {'@pid': '48/6024', 'text': 'Ruixuan Wang'}, {'@pid': '30/8399', 'text': 'Wei-Shi Zheng'}]","['Continuallearning', 'Distillation', 'Ensemble']","Most intelligent diagnosis systems are developed for one or a few specific diseases, while medical specialists can diagnose all diseases of certain organ or tissue. Since it is often difficult to collect data of all diseases, it would be desirable if an intelligent system can initially diagnose a few diseases, and then continually learn to diagnose more and more diseases with coming data of these new classes in the future. However, current intelligent systems are characterised by catastrophic forgetting of old knowledge when learning new classes. In this paper, we propose a new continual learning framework to alleviate this issue by simultaneously distilling both old knowledge and recently learned new knowledge and by ensembling the class-specific knowledge from the previous classifier and the learned new classifier. Experiments showed that the proposed method outperforms state-of-the-art methods on multiple medical and natural image datasets.",2020/9/29,1,10.1007/978-3-030-59710-8_17
Detecting Changes of Functional Connectivity by Dynamic Graph Embedding Learning.,"[{'@pid': '42/5120', 'text': 'Yi Lin'}, {'@pid': '32/6389', 'text': 'Jia Hou'}, {'@pid': '64/5632', 'text': 'Paul J. Laurienti'}, {'@pid': '03/5225-1', 'text': 'Guorong Wu 0001'}]","['Brainstatedecoding', 'Graphlearning', 'Functionaldynamics']","Our current understandings reach the unanimous consensus that the brain functions and cognitive states are dynamically changing even in the resting state rather than remaining at a single constant state. Due to the low signal-to-noise ratio and high vertex-time dependency in BOLD (blood oxygen level dependent) signals, however, it is challenging to detect the dynamic behavior in connectivity without requiring prior knowledge of the experimental design. Like the Fourier bases in signal processing, each brain network can be summarized by a set of harmonic bases (Eigensystem) which are derived from its latent Laplacian matrix. In this regard, we propose to establish a subject-specific spectrum domain, where the learned orthogonal harmonic-Fourier bases allow us to detect the changes of functional connectivity more accurately than using the BOLD signals in an arbitrary sliding window. To do so, we first present a novel dynamic graph learning method to simultaneously estimate the intrinsic BOLD signals and learn the joint harmonic-Fourier bases for the underlying functional connectivity network. Then, we project the BOLD signals to the spectrum domain spanned by learned network harmonic and Fourier bases, forming the new system-level fluctuation patterns, called dynamic graph embeddings. We employ the classic clustering approach to identify the changes of functional connectivity using the novel dynamic graph embedding vectors. Our method has been evaluated on working memory task-based fMRI dataset and comparisons with state-of-the-art methods, where our joint harmonic-Fourier bases achieves higher accuracy in detecting multiple cognitive states.",2020/9/29,1,10.1007/978-3-030-59728-3_48
Shape-Aware Meta-learning for Generalizing Prostate MRI Segmentation to Unseen Domains.,"[{'@pid': '226/6174', 'text': 'Quande Liu'}, {'@pid': '165/7846', 'text': 'Qi Dou'}, {'@pid': '52/2889', 'text': 'Pheng-Ann Heng'}]","['Domaingeneralization', 'Meta-learning', 'ProstateMRIsegmentation']","Model generalization capacity at domain shift (e.g., various imaging protocols and scanners) is crucial for deep learning methods in real-world clinical deployment. This paper tackles the challenging problem of domain generalization,?i.e., learning a model from multi-domain source data such that it can directly generalize to an unseen target domain. We present a novel shape-aware meta-learning scheme to improve the model generalization in prostate MRI segmentation. Our learning scheme roots in the gradient-based meta-learning, by explicitly simulating domain shift with virtual meta-train and meta-test during training. Importantly, considering the deficiencies encountered when applying a segmentation model to unseen domains (i.e., incomplete shape and ambiguous boundary of the prediction masks), we further introduce two complementary loss objectives to enhance the meta-optimization, by particularly encouraging the shape compactness and shape smoothness of the segmentations under simulated domain shift. We evaluate our method on prostate MRI data from six different institutions with distribution shifts acquired from public datasets. Experimental results show that our approach outperforms many state-of-the-art generalization methods consistently across all six settings of unseen domains (Code and dataset are available at https://github.com/liuquande/SAML).",2020/9/29,1,10.1007/978-3-030-59713-9_46
Orchestrating Medical Image Compression and Remote Segmentation Networks.,"[{'@pid': '182/3820', 'text': 'Zihao Liu'}, {'@pid': '129/7659', 'text': 'Sicheng Li'}, {'@pid': '275/7009', 'text': 'Yen-kuang Chen'}, {'@pid': '43/656-23', 'text': 'Tao Liu 0023'}, {'@pid': '95/2446', 'text': 'Qi Liu'}, {'@pid': '181/2733-4', 'text': 'Xiaowei Xu 0004'}, {'@pid': '94/5536', 'text': 'Yiyu Shi'}, {'@pid': '70/11466', 'text': 'Wujie Wen'}]",[],"Deep learning-based medical image segmentation on the cloud offers superb performance by harnessing the recent model innovation and hardware advancement. However, one major factor that limits its overall service speed is the long data transmission latency, which could far exceed the segmentation computation time. Existing image compression techniques are unable to achieve an efficient compression to dramatically reduce the data offloading overhead, while maintaining a high segmentation accuracy. The underlying reason is that they are all developed upon human visual system, whose image perception pattern could be fundamentally different from that of deep learning-based image segmentation. Motivated by this observation, in this paper, we propose a generative segmentation architecture consisting of a compression network, a segmentation network and a discriminator network. Our design orchestrates and coordinates segmentation and compression for simultaneous improvements of segmentation accuracy and compression efficiency, through a dedicated GAN architecture with novel loss functions. Experimental results on 2D and 3D medical images demonstrate that our design can reduce the bandwidth requirement by 2 orders-of-magnitude comparing with that of uncompressed images, and increase the accuracy of remote segmentation remarkably over the state-of-the-art solutions, truly accelerating the cloud-based medical imaging service.",2020/9/29,1,10.1007/978-3-030-59719-1_40
Ultrasound Video Summarization Using Deep Reinforcement Learning.,"[{'@pid': '226/4299', 'text': 'Tianrui Liu'}, {'@pid': '126/0731', 'text': 'Qingjie Meng'}, {'@pid': '186/8028', 'text': 'Athanasios Vlontzos'}, {'@pid': '220/5402', 'text': 'Jeremy Tan'}, {'@pid': '69/2478', 'text': 'Daniel Rueckert'}, {'@pid': '76/5562', 'text': 'Bernhard Kainz'}]","['Videosummarization', 'Reinforcementlearning', 'Ultrasounddiagnostic']","Video is an essential imaging modality for diagnostics, e.g. in ultrasound imaging, for endoscopy, or movement assessment. However, video hasn¡¯t received a lot of attention in the medical image analysis community. In the clinical practice, it is challenging to utilise raw diagnostic video data efficiently as video data takes a long time to process, annotate or audit.  In this paper we introduce a novel, fully automatic video summarization method that is tailored to the needs of medical video data. Our approach is framed as reinforcement learning problem and produces agents focusing on the preservation of important diagnostic information. We evaluate our method on videos from fetal ultrasound screening, where commonly only a small amount of the recorded data is used diagnostically. We show that our method is superior to alternative video summarization methods and that it preserves essential information required by clinical diagnostic standards.",2020/9/29,1,10.1007/978-3-030-59716-0_46
Joint Neuroimage Synthesis and Representation Learning for Conversion Prediction of Subjective Cognitive Decline.,"[{'@pid': '191/5089', 'text': 'Yunbi Liu'}, {'@pid': '67/3966', 'text': 'Yongsheng Pan'}, {'@pid': '03/1094', 'text': 'Wei Yang'}, {'@pid': '240/8090', 'text': 'Zhenyuan Ning'}, {'@pid': '251/0963', 'text': 'Ling Yue'}, {'@pid': '07/8657', 'text': 'Mingxia Liu'}, {'@pid': '14/4383', 'text': 'Dinggang Shen'}]",[],"Predicting the progression of preclinical Alzheimer¡¯s disease (AD) such as subjective cognitive decline (SCD) is fundamental for the effective intervention of pathological cognitive decline. Even though multimodal neuroimaging has been widely used in automated AD diagnosis, there are few studies dedicated to SCD progression prediction, due to challenges of incomplete and limited data. To this end, we propose a Joint neuroimage Synthesis and Representation Learning (JSRL) framework with transfer learning for SCD conversion prediction using incomplete multimodal neuroimaging data. Specifically, JSRL consists of two major components: 1) a generative adversarial network for synthesizing missing neuroimaging data, and 2) a classification network for learning neuroimage representations and predicting the progression of SCD. These two subnetworks share the same feature encoding module, encouraging that the to-be-generated representations are prediction-oriented and also the underlying association among multimodal images can be effectively modeled for accurate prediction. To handle the limited data problem, we further leverage both image synthesis and prediction models learned from a large-scale ADNI database (with MRI and PET acquired from 863 subjects) to a small-scale SCD database (with only MRI acquired from 113 subjects) in a transfer learning manner. Experimental results show that the proposed JSRL can synthesize reasonable PET scans and is superior to several state-of-the-art methods in SCD conversion prediction.",2020/9/29,1,10.1007/978-3-030-59728-3_57
KISEG - A Three-Stage Segmentation Framework for Multi-level Acceleration of Chest CT Scans from COVID-19 Patients.,"[{'@pid': '95/2454', 'text': 'Xiaohong Liu'}, {'@pid': '78/2022', 'text': 'Kai Wang'}, {'@pid': '181/2613', 'text': 'Ke Wang'}, {'@pid': '19/1766-6', 'text': 'Ting Chen 0006'}, {'@pid': '29/177', 'text': 'Kang Zhang'}, {'@pid': '53/35', 'text': 'Guangyu Wang'}]","['ChestCT', 'COVID-19dataset', 'Semanticsegmentation', 'Multi-levelacceleration']","During the ongoing COVID-19 outbreak, it is critical to perform an accurate diagnosis of COVID-19 pneumonia by computed tomography (CT). Although chest lesion segmentation plays a pivotal role in computer-aided diagnosis (CAD), accuracy is hindered by the lack of a publicly available CT dataset with manual annotation. In addition, for clinical deployment, how to balance the accuracy versus efficiency for the semantic segmentation model remains challenging. To address these issues, we construct the first CT dataset of COVID-19 pneumonia with pixel-wise lesion annotations. We propose a three-stage framework, called KISEG (Key and Intermediate frame of Segmentation), to enhance performance on serial CT image segmentation with multi-level acceleration. We first take a policy to divide frames of serial CT into two groups, key frames and intermediate frames. Then KISEG employs a main model (accurate but cumbersome) for key frame segmentation. And third, an auxiliary model was employed for intermediate frame segmentation with incorporating the information of key frames during the fusion module. Moreover, we propose a Gaussian Kernel Dropout for data augmentation. Experiments on our dataset demonstrate that our proposed KISEG achieves comparable accuracy with state-of-the-art methods and fewer GFLOPs, speeding up from 2.88\(\times \) to 9.16\(\times \). This dataset has been made public for further research of COVID-19 for AI community, released on http://ncov-ai.big.ac.cn/download.",2020/9/29,1,10.1007/978-3-030-59719-1_3
White Matter Tract Segmentation with Self-supervised Learning.,"[{'@pid': '41/4012', 'text': 'Qi Lu'}, {'@pid': '186/4871', 'text': 'Yuxing Li'}, {'@pid': '27/10751', 'text': 'Chuyang Ye'}]","['Whitemattertractsegmentation', 'Self-supervisedlearning', 'Deepnetwork']","White matter tract segmentation based on diffusion magnetic resonance imaging?(dMRI) plays an important role in brain analysis. Deep learning based methods of white matter tract segmentation have been proposed to improve the segmentation accuracy. However, manual delineations of white matter tracts for network training are especially difficult to obtain. Therefore, in this paper, we explore how to improve the performance of deep learning based white matter tract segmentation when the number of manual tract delineations is limited. Specifically, we propose to exploit the abundant unannotated data using a self-supervised learning approach, where knowledge about image context can be learned in a well designed pretext task that does not require manual annotations. The knowledge can then be transferred to the white matter tract segmentation task, so that when manual tract delineations for training are scarce, the performance of the network can be improved. To allow the image context knowledge to be relevant to white matter tracts, the pretext task in this work is designed to predict the density map of fiber streamlines, where training data can be obtained using tractography without manual efforts. The model pretrained for the pretext task is then fine-tuned by the small number of tract annotations for the target segmentation task. In addition, we explore the possibility of combining self-supervised learning with a complementary pseudo-labeling strategy of using unannotated data. We validated the proposed approach using dMRI scans from the Human Connectome Project dataset, where the benefit of the proposed method is shown when tract annotations are scarce.",2020/9/29,1,10.1007/978-3-030-59728-3_27
Learning to Segment Anatomical Structures Accurately from One Exemplar.,"[{'@pid': '190/7827', 'text': 'Yuhang Lu'}, {'@pid': '128/5278', 'text': 'Weijian Li'}, {'@pid': '150/4204', 'text': 'Kang Zheng'}, {'@pid': '177/2310-2', 'text': 'Yirui Wang 0002'}, {'@pid': '60/11273', 'text': 'Adam P. Harrison'}, {'@pid': '263/2349', 'text': 'Chihung Lin'}, {'@pid': '62/3151-2', 'text': 'Song Wang 0002'}, {'@pid': '67/4008-6', 'text': 'Jing Xiao 0006'}, {'@pid': '78/6574-1', 'text': 'Le Lu 0001'}, {'@pid': '263/2367', 'text': 'Chang-Fu Kuo'}, {'@pid': '04/8761', 'text': 'Shun Miao'}]","['ContourTransformerNetwork', 'One-shotsegmentation', 'Graphconvolutionalnetwork']","Accurate segmentation of critical anatomical structures is at the core of medical image analysis. The main bottleneck lies in gathering the requisite expert-labeled image annotations in a scalable manner. Methods that permit to produce accurate anatomical structure segmentation without using a large amount of fully annotated training images are highly desirable. In this work, we propose a novel contribution of Contour Transformer Network (CTN), a one-shot anatomy segmentor including a naturally built-in human-in-the-loop mechanism. Segmentation is formulated by learning a contour evolution behavior process based on graph convolutional networks (GCN). Training of our CTN model requires only one labeled image exemplar and leverages additional unlabeled data through newly introduced loss functions that measure the global shape and appearance consistency of contours. We demonstrate that our one-shot learning method significantly outperforms non-learning-based methods and performs competitively to the state-of-the-art fully supervised deep learning approaches. With minimal human-in-the-loop editing feedback, the segmentation performance can be further improved and tailored towards the observer desired outcomes. This can facilitate the clinician designed imaging-based biomarker assessments (to support personalized quantitative clinical diagnosis) and outperforms fully supervised baselines.",2020/9/29,1,10.1007/978-3-030-59710-8_66
MvMM-RegNet - A New Image Registration Framework Based on Multivariate Mixture Model and Neural Network Estimation.,"[{'@pid': '236/6037', 'text': 'Xinzhe Luo'}, {'@pid': '69/1049', 'text': 'Xiahai Zhuang'}]",[],"Current deep-learning-based registration algorithms often exploit intensity-based similarity measures as the loss function, where dense correspondence between a pair of moving and fixed images is optimized through backpropagation during training. However, intensity-based metrics can be misleading when the assumption of intensity class correspondence is violated, especially in cross-modality or contrast-enhanced images. Moreover, existing learning-based registration methods are predominantly applicable to pairwise registration and are rarely extended to groupwise registration or simultaneous registration with multiple images. In this paper, we propose a new image registration framework based on multivariate mixture model (MvMM) and neural network estimation. A generative model consolidating both appearance and anatomical information is established to derive a novel loss function capable of implementing groupwise registration. We highlight the versatility of the proposed framework for various applications on multimodal cardiac images, including single-atlas-based segmentation (SAS) via pairwise registration and multi-atlas segmentation (MAS) unified by groupwise registration. We evaluated performance on two publicly available datasets, i.e. MM-WHS-2017 and MS-CMRSeg-2019. The results show that the proposed framework achieved an average Dice score of \(0.871\pm 0.025\) for whole-heart segmentation on MR images and \(0.783\pm 0.082\) for myocardium segmentation on LGE MR images (Code is available from https://zmiclab.github.io/projects.html).",2020/9/29,1,10.1007/978-3-030-59716-0_15
Cycle Structure and Illumination Constrained GAN for Medical Image Enhancement.,"[{'@pid': '130/8327', 'text': 'Yuhui Ma'}, {'@pid': '03/357', 'text': 'Yonghuai Liu'}, {'@pid': '78/5816', 'text': 'Jun Cheng'}, {'@pid': '15/952', 'text': 'Yalin Zheng'}, {'@pid': '152/6299', 'text': 'Morteza Ghahremani'}, {'@pid': '156/6659', 'text': 'Honghan Chen'}, {'@pid': '23/108-1', 'text': 'Jiang Liu 0001'}, {'@pid': '17/9876', 'text': 'Yitian Zhao'}]","['Illuminationregularization', 'Structuralloss', 'CycleGAN', 'Medicalimageenhancement']","The non-uniform illumination or imbalanced intensity in medical images brings challenges for automated screening, examination and diagnosis of diseases. Previously, CycleGAN was proposed to transform input images into enhanced ones without paired images. However, it did not consider many local details of the structures, which are essential for medical images. In this paper, we propose a Cycle Structure and Illumination constrained GAN (CSI-GAN), for medical image enhancement. Inspired by CycleGAN based on the global constraints of the adversarial loss and cycle consistency, the proposed CSI-GAN treats low and high quality images as those in two domains and computes local structure and illumination constraints for learning both overall characteristics and local details. To evaluate the effectiveness of CSI-GAN, we have conducted experiments over two medical image datasets: corneal confocal microscopy (CCM) and endoscopic images. The experimental results show that our method yields better performance than both conventional methods and other deep learning based methods. As a complementary output, we will release the CCM dataset to the public in the future.",2020/9/29,1,10.1007/978-3-030-59713-9_64
Attention-Guided Deep Graph Neural Network for Longitudinal Alzheimer&apos;s Disease Analysis.,"[{'@pid': '226/3693', 'text': 'Junbo Ma'}, {'@pid': '60/4671-1', 'text': 'Xiaofeng Zhu 0001'}, {'@pid': '168/0440', 'text': 'Defu Yang'}, {'@pid': '47/8066', 'text': 'Jiazhou Chen'}, {'@pid': '03/5225-1', 'text': 'Guorong Wu 0001'}]","['Graphneuralnetwork', 'Attentionmechanism', 'Randomwalk', 'Alzheimer¡¯sdisease', 'Longitudinalanalysis']","Alzheimer¡¯s disease (AD) is the main reason for dementia among aged people. Since AD is less likely reversible and has no cure yet, monitoring its progress is essential for adjusting the therapy plan of the patients to delay its deterioration. The computer-aided longitudinal AD data analysis is helpful to this kind of task, which can be used to evaluate the disease status, identify discriminative brain regions, and reveal the progression of the disease. However, most of the existing methods exist two main issues: i) the graph features are extracted globally from the entire graph, which is very sensitive to the noises; ii) they have difficulties in processing dynamic graphs, whereas the brain networks are highly variable, as they vary from individuals or changes along time or by disease. To address these issues, a novel Attention-Guided Deep Graph Neural (AGDGN) network is proposed in this paper, which utilizes an Attention-Guided Random Walk (AGRW) module to extract the structural graph features from the brain network. Since AGRW only needs the local information around the neighborhood nodes at each step of random walk, it is robust to the graph noise and flexible in dealing with dynamic graphs. Moreover, the global attention mechanism is integrated into the sequence processing module. The two attention mechanisms are jointly trained to reveal the most informative brain regions from both structural and temporal domain for AD analysis. Experimental results and analysis on the Alzheimer¡¯s Disease Neuroimaging Initiative (ADNI) dataset demonstrate the effectiveness and efficiency of the proposed method.",2020/9/29,1,10.1007/978-3-030-59728-3_38
Widening the Focus - Biomedical Image Segmentation Challenges and the Underestimated Role of Patch Sampling and Inference Strategies.,"[{'@pid': '225/4712', 'text': 'Frederic Madesta'}, {'@pid': '225/4511', 'text': 'R¨¹diger Schmitz'}, {'@pid': '17/2895', 'text': 'Thomas R?sch'}, {'@pid': '46/898', 'text': 'Ren¨¦ Werner'}]","['Inference', 'Patchsampling', 'Segmentation', 'Biomedicalimageanalysischallenges']","Image analysis challenges have considerably influenced the recent years in natural and biomedical computer vision. With several important architectures and training strategies having emerged from image analysis challenges, they are often interpreted as contests in model design and training, and much effort is put into optimization of these aspects.",2020/9/29,1,10.1007/978-3-030-59719-1_29
Inertial Measurements for Motion Compensation in Weight-Bearing Cone-Beam CT of the Knee.,"[{'@pid': '201/6654', 'text': 'Jennifer Maier'}, {'@pid': '270/0642', 'text': 'Marlies Nitschke'}, {'@pid': '146/6634', 'text': 'Jang Hwan Choi'}, {'@pid': '197/5042', 'text': 'Garry Gold'}, {'@pid': '79/3714', 'text': 'Rebecca Fahrig'}, {'@pid': '69/5675', 'text': 'Bj?rn M. Eskofier'}, {'@pid': '131/7133', 'text': 'Andreas K. Maier'}]","['Motioncompensation', 'Inertialmeasurements', 'CTreconstruction']","Involuntary motion during weight-bearing cone-beam computed tomography (CT) scans of the knee causes artifacts in the reconstructed volumes making them unusable for clinical diagnosis. Currently, image-based or marker-based methods are applied to correct for this motion, but often require long execution or preparation times. We propose to attach an inertial measurement unit (IMU) containing an accelerometer and a gyroscope to the leg of the subject in order to measure the motion during the scan and correct for it. To validate this approach, we present a simulation study using real motion measured with an optical 3D tracking system. With this motion, an XCAT numerical knee phantom is non-rigidly deformed during a simulated CT scan creating motion corrupted projections. A biomechanical model is animated with the same tracked motion in order to generate measurements of an IMU placed below the knee. In our proposed multi-stage algorithm, these signals are transformed to the global coordinate system of the CT scan and applied for motion compensation during reconstruction. Our proposed approach can effectively reduce motion artifacts in the reconstructed volumes. Compared to the motion corrupted case, the average structural similarity index and root mean squared error with respect to the no-motion case improved by 13¨C21% and 68¨C70%, respectively. These results are qualitatively and quantitatively on par with a state-of-the-art marker-based method we compared our approach to. The presented study shows the feasibility of this novel approach, and yields promising results towards a purely IMU-based motion compensation in C-arm CT.",2020/9/29,1,10.1007/978-3-030-59716-0_2
"Automatic Segmentation, Localization, and Identification of Vertebrae in 3D CT Images Using Cascaded Convolutional Neural Networks.","[{'@pid': '275/3498', 'text': 'Naoto Masuzawa'}, {'@pid': '117/0476', 'text': 'Yoshiro Kitamura'}, {'@pid': '31/8013', 'text': 'Keigo Nakamura'}, {'@pid': '12/9663', 'text': 'Satoshi Iizuka'}, {'@pid': '117/4813', 'text': 'Edgar Simo-Serra'}]","['Vertebrae', 'Segmentation', 'Localization', 'Identification', 'Convolutionalneuralnetworks']","This paper presents a method for automatic segmentation, localization, and identification of vertebrae in arbitrary 3D CT images. Many previous works do not perform the three tasks simultaneously even though requiring a priori knowledge of which part of the anatomy is visible in the 3D CT images. Our method tackles all these tasks in a single multi-stage framework without any assumptions. In the first stage, we train a 3D Fully Convolutional Networks to find the bounding boxes of the cervical, thoracic, and lumbar vertebrae. In the second stage, we train an iterative 3D Fully Convolutional Networks to segment individual vertebrae in the bounding box. The input to the second networks have an auxiliary channel in addition to the 3D CT images. Given the segmented vertebra regions in the auxiliary channel, the networks output the next vertebra. The proposed method is evaluated in terms of segmentation, localization, and identification accuracy with two public datasets of 15 3D CT images from the MICCAI CSI 2014 workshop challenge and 302 3D CT images with various pathologies introduced in 
[1]. Our method achieved a mean Dice score of 96%, a mean localization error of 8.3?mm, and a mean identification rate of 84%. In summary, our method achieved better performance than all existing works in all the three metrics.",2020/9/29,1,10.1007/978-3-030-59725-2_66
Learning Guided Electron Microscopy with Active Acquisition.,"[{'@pid': '185/3258', 'text': 'Lu Mi'}, {'@pid': '181/2812', 'text': 'Hao Wang'}, {'@pid': '128/1028', 'text': 'Yaron Meirovitch'}, {'@pid': '71/8653', 'text': 'Richard Schalek'}, {'@pid': '91/747', 'text': 'Srinivas C. Turaga'}, {'@pid': '70/6445', 'text': 'Jeff W. Lichtman'}, {'@pid': '275/6920', 'text': 'Aravinthan D. T. Samuel'}, {'@pid': 's/NirShavit', 'text': 'Nir Shavit'}]","['Electronmicroscope', 'Activeacquisition', 'Determinantalpointprocess']","Single-beam scanning electron microscopes (SEM) are widely used to acquire massive datasets for biomedical study, material analysis, and fabrication inspection. Datasets are typically acquired with uniform acquisition: applying the electron beam with the same power and duration to all image pixels, even if there is great variety in the pixels¡¯ importance for eventual use. Many SEMs are now able to move the beam to any pixel in the field of view without delay, enabling them, in principle, to invest their time budget more effectively with non-uniform imaging.",2020/9/29,1,10.1007/978-3-030-59722-1_8
Time Matters - Handling Spatio-Temporal Perfusion Information for Automated TICI Scoring.,"[{'@pid': '235/2639', 'text': 'Maximilian Nielsen'}, {'@pid': '235/2499', 'text': 'Moritz Waldmann'}, {'@pid': '225/4532', 'text': 'Thilo Sentker'}, {'@pid': '235/2617', 'text': 'Andreas Fr?lich'}, {'@pid': '87/3973', 'text': 'Jens Fiehler'}, {'@pid': '46/898', 'text': 'Ren¨¦ Werner'}]","['Spatio-temporalimaging', 'Digitalsubtractionangiography(DSA)', 'Gatedrecurrentunit(GRU)networks', 'Ischemicstroke', 'TICI']","X-ray digital subtraction angiography (DSA) imaging is the backbone of diagnosis and therapy response assessment in cerebral ischemic stroke. To evaluate and document the success of endovascular interventions, the spatio-temporal DSA image information and perfusion dynamics are visually assessed by a clinical expert and reperfusion rated using the so-called TICI (treatment in cerebral ischemia) score. Although clinical standard, it is well known that TICI scoring is time-consuming, observer-dependent and not practicable especially in larger clinical studies. Automated TICI scoring has, however, been considered beyond the scope of machine learning capabilities, due to the complexity of the classification task (eg. heterogeneity of clinical DSA data and a complex dependence between TICI score and perfusion dynamics). The present work describes the first study that tackles automated TICI scoring using deep spatio-temporal learning. It thereby defines the first corresponding benchmark. Methodically, we build on gated recurrent unit networks (GRUs) and integrate knowledge about the perfusion and TICI scoring process into loss functions and network training to increase prediction robustness. Differences between GRU-predicted mTICI scores and routine mTICI scores are in the order of literature-reported interrater variability of human expert-based TICI scoring.",2020/9/29,1,10.1007/978-3-030-59725-2_9
Combining Fundus Images and Fluorescein Angiography for Artery/Vein Classification Using the Hierarchical Vessel Graph Network.,"[{'@pid': '187/5841', 'text': 'Kyoung Jin Noh'}, {'@pid': '35/10693', 'text': 'Sang Jun Park'}, {'@pid': '38/4038', 'text': 'Soochahn Lee'}]","['Fundusimages', 'Fluoresceinangiography', 'Artery/veinclassification', 'Convolutionalneuralnetwork', 'Graphneuralnetwork']","We present a new framework for retinal artery/vein classification from fundus images and corresponding fluorescein angiography (FA) images. While FA seem to provide the most relevant information, it is often insufficient depending on the acquisition conditions. As fundus images are often acquired by default, we combine the fundus image and FA within a parallel convolutional neural network to extract the maximum information in the generated features. Furthermore, we use these features as the input to a hierarchical graph neural network to ensure that the connectivity of vessels plays a part in the classification. We provide investigative evidence through ablative and comparative quantitative evaluations to better determine the optimal configuration in combining the fundus image and FA in a deep learning framework and demonstrate the enhancement in performance compared to previous methods.",2020/9/29,1,10.1007/978-3-030-59722-1_57
